Id; Source; Target; Weight
"(48, 49, 8, 37, 34, 8, 37, 8, 37)";"(48, 49, 8, 37, 34, 8, 37, 8, 37)";"(49, 8, 37, 34, 8, 37, 8, 37, 34)"; 98
"(48, 49, 8, 37, 34, 8, 37, 8, 37)";"(48, 49, 8, 37, 34, 8, 37, 8, 37)";"(49, 8, 37, 34, 8, 37, 8, 37, 8)"; 1
"(49, 8, 37, 34, 8, 37, 8, 37, 34)";"(49, 8, 37, 34, 8, 37, 8, 37, 34)";"(8, 37, 34, 8, 37, 8, 37, 34, 8)"; 98
"(8, 37, 34, 8, 37, 8, 37, 34, 8)";"(8, 37, 34, 8, 37, 8, 37, 34, 8)";"(37, 34, 8, 37, 8, 37, 34, 8, 37)"; 98
"(37, 34, 8, 37, 8, 37, 34, 8, 37)";"(37, 34, 8, 37, 8, 37, 34, 8, 37)";"(34, 8, 37, 8, 37, 34, 8, 37, 6)"; 98
"(34, 8, 37, 8, 37, 34, 8, 37, 6)";"(34, 8, 37, 8, 37, 34, 8, 37, 6)";"(8, 37, 8, 37, 34, 8, 37, 6, 30)"; 97
"(34, 8, 37, 8, 37, 34, 8, 37, 6)";"(34, 8, 37, 8, 37, 34, 8, 37, 6)";"(8, 37, 8, 37, 34, 8, 37, 6, 24)"; 1
"(8, 37, 8, 37, 34, 8, 37, 6, 30)";"(8, 37, 8, 37, 34, 8, 37, 6, 30)";"(37, 8, 37, 34, 8, 37, 6, 30, 7)"; 97
"(37, 8, 37, 34, 8, 37, 6, 30, 7)";"(37, 8, 37, 34, 8, 37, 6, 30, 7)";"(8, 37, 34, 8, 37, 6, 30, 7, 6)"; 97
"(8, 37, 34, 8, 37, 6, 30, 7, 6)";"(8, 37, 34, 8, 37, 6, 30, 7, 6)";"(37, 34, 8, 37, 6, 30, 7, 6, 30)"; 97
"(37, 34, 8, 37, 6, 30, 7, 6, 30)";"(37, 34, 8, 37, 6, 30, 7, 6, 30)";"(34, 8, 37, 6, 30, 7, 6, 30, 7)"; 97
"(34, 8, 37, 6, 30, 7, 6, 30, 7)";"(34, 8, 37, 6, 30, 7, 6, 30, 7)";"(8, 37, 6, 30, 7, 6, 30, 7, 5)"; 97
"(8, 37, 6, 30, 7, 6, 30, 7, 5)";"(8, 37, 6, 30, 7, 6, 30, 7, 5)";"(37, 6, 30, 7, 6, 30, 7, 5, 0)"; 97
"(37, 6, 30, 7, 6, 30, 7, 5, 0)";"(37, 6, 30, 7, 6, 30, 7, 5, 0)";"(6, 30, 7, 6, 30, 7, 5, 0, 4)"; 97
"(6, 30, 7, 6, 30, 7, 5, 0, 4)";"(6, 30, 7, 6, 30, 7, 5, 0, 4)";"(30, 7, 6, 30, 7, 5, 0, 4, 44)"; 94
"(6, 30, 7, 6, 30, 7, 5, 0, 4)";"(6, 30, 7, 6, 30, 7, 5, 0, 4)";"(30, 7, 6, 30, 7, 5, 0, 4, 8)"; 4
"(30, 7, 6, 30, 7, 5, 0, 4, 44)";"(30, 7, 6, 30, 7, 5, 0, 4, 44)";"(7, 6, 30, 7, 5, 0, 4, 44, 6)"; 94
"(7, 6, 30, 7, 5, 0, 4, 44, 6)";"(7, 6, 30, 7, 5, 0, 4, 44, 6)";"(6, 30, 7, 5, 0, 4, 44, 6, 8)"; 78
"(7, 6, 30, 7, 5, 0, 4, 44, 6)";"(7, 6, 30, 7, 5, 0, 4, 44, 6)";"(6, 30, 7, 5, 0, 4, 44, 6, 7)"; 16
"(6, 30, 7, 5, 0, 4, 44, 6, 8)";"(6, 30, 7, 5, 0, 4, 44, 6, 8)";"(30, 7, 5, 0, 4, 44, 6, 8, 37)"; 78
"(30, 7, 5, 0, 4, 44, 6, 8, 37)";"(30, 7, 5, 0, 4, 44, 6, 8, 37)";"(7, 5, 0, 4, 44, 6, 8, 37, 35)"; 79
"(7, 5, 0, 4, 44, 6, 8, 37, 35)";"(7, 5, 0, 4, 44, 6, 8, 37, 35)";"(5, 0, 4, 44, 6, 8, 37, 35, 34)"; 77
"(7, 5, 0, 4, 44, 6, 8, 37, 35)";"(7, 5, 0, 4, 44, 6, 8, 37, 35)";"(5, 0, 4, 44, 6, 8, 37, 35, 8)"; 1
"(7, 5, 0, 4, 44, 6, 8, 37, 35)";"(7, 5, 0, 4, 44, 6, 8, 37, 35)";"(5, 0, 4, 44, 6, 8, 37, 35, 15)"; 1
"(5, 0, 4, 44, 6, 8, 37, 35, 34)";"(5, 0, 4, 44, 6, 8, 37, 35, 34)";"(0, 4, 44, 6, 8, 37, 35, 34, 34)"; 75
"(5, 0, 4, 44, 6, 8, 37, 35, 34)";"(5, 0, 4, 44, 6, 8, 37, 35, 34)";"(0, 4, 44, 6, 8, 37, 35, 34, 8)"; 2
"(0, 4, 44, 6, 8, 37, 35, 34, 34)";"(0, 4, 44, 6, 8, 37, 35, 34, 34)";"(4, 44, 6, 8, 37, 35, 34, 34, 34)"; 74
"(0, 4, 44, 6, 8, 37, 35, 34, 34)";"(0, 4, 44, 6, 8, 37, 35, 34, 34)";"(4, 44, 6, 8, 37, 35, 34, 34, 7)"; 1
"(4, 44, 6, 8, 37, 35, 34, 34, 34)";"(4, 44, 6, 8, 37, 35, 34, 34, 34)";"(44, 6, 8, 37, 35, 34, 34, 34, 34)"; 49
"(4, 44, 6, 8, 37, 35, 34, 34, 34)";"(4, 44, 6, 8, 37, 35, 34, 34, 34)";"(44, 6, 8, 37, 35, 34, 34, 34, 7)"; 25
"(44, 6, 8, 37, 35, 34, 34, 34, 34)";"(44, 6, 8, 37, 35, 34, 34, 34, 34)";"(6, 8, 37, 35, 34, 34, 34, 34, 34)"; 47
"(44, 6, 8, 37, 35, 34, 34, 34, 34)";"(44, 6, 8, 37, 35, 34, 34, 34, 34)";"(6, 8, 37, 35, 34, 34, 34, 34, 7)"; 2
"(6, 8, 37, 35, 34, 34, 34, 34, 34)";"(6, 8, 37, 35, 34, 34, 34, 34, 34)";"(8, 37, 35, 34, 34, 34, 34, 34, 7)"; 39
"(6, 8, 37, 35, 34, 34, 34, 34, 34)";"(6, 8, 37, 35, 34, 34, 34, 34, 34)";"(8, 37, 35, 34, 34, 34, 34, 34, 34)"; 8
"(8, 37, 35, 34, 34, 34, 34, 34, 7)";"(8, 37, 35, 34, 34, 34, 34, 34, 7)";"(37, 35, 34, 34, 34, 34, 34, 7, 5)"; 39
"(37, 35, 34, 34, 34, 34, 34, 7, 5)";"(37, 35, 34, 34, 34, 34, 34, 7, 5)";"(35, 34, 34, 34, 34, 34, 7, 5, 0)"; 40
"(7, 5, 0, 4, 44, 6, 7, 5, 0)";"(7, 5, 0, 4, 44, 6, 7, 5, 0)";"(-2, -2, -2, -2, -2, -2, -2, -2, -2)"; 16
"(3, 4, 8, 37, 8, 40, 37, 35, 34)";"(3, 4, 8, 37, 8, 40, 37, 35, 34)";"(4, 8, 37, 8, 40, 37, 35, 34, 41)"; 7
"(4, 8, 37, 8, 40, 37, 35, 34, 41)";"(4, 8, 37, 8, 40, 37, 35, 34, 41)";"(8, 37, 8, 40, 37, 35, 34, 41, 40)"; 7
"(8, 37, 8, 40, 37, 35, 34, 41, 40)";"(8, 37, 8, 40, 37, 35, 34, 41, 40)";"(37, 8, 40, 37, 35, 34, 41, 40, 37)"; 9
"(37, 8, 40, 37, 35, 34, 41, 40, 37)";"(37, 8, 40, 37, 35, 34, 41, 40, 37)";"(8, 40, 37, 35, 34, 41, 40, 37, 35)"; 9
"(41, 40, 37, 35, 34, 41, 44, 6, 7)";"(41, 40, 37, 35, 34, 41, 44, 6, 7)";"(40, 37, 35, 34, 41, 44, 6, 7, 44)"; 5
"(40, 37, 35, 34, 41, 44, 6, 7, 44)";"(40, 37, 35, 34, 41, 44, 6, 7, 44)";"(37, 35, 34, 41, 44, 6, 7, 44, 6)"; 5
"(37, 35, 34, 41, 44, 6, 7, 44, 6)";"(37, 35, 34, 41, 44, 6, 7, 44, 6)";"(35, 34, 41, 44, 6, 7, 44, 6, 15)"; 5
"(35, 34, 41, 44, 6, 7, 44, 6, 15)";"(35, 34, 41, 44, 6, 7, 44, 6, 15)";"(34, 41, 44, 6, 7, 44, 6, 15, 8)"; 5
"(34, 41, 44, 6, 7, 44, 6, 15, 8)";"(34, 41, 44, 6, 7, 44, 6, 15, 8)";"(41, 44, 6, 7, 44, 6, 15, 8, 37)"; 5
"(41, 44, 6, 7, 44, 6, 15, 8, 37)";"(41, 44, 6, 7, 44, 6, 15, 8, 37)";"(44, 6, 7, 44, 6, 15, 8, 37, 34)"; 5
"(44, 6, 7, 44, 6, 15, 8, 37, 34)";"(44, 6, 7, 44, 6, 15, 8, 37, 34)";"(6, 7, 44, 6, 15, 8, 37, 34, 16)"; 5
"(6, 7, 44, 6, 15, 8, 37, 34, 16)";"(6, 7, 44, 6, 15, 8, 37, 34, 16)";"(7, 44, 6, 15, 8, 37, 34, 16, 7)"; 5
"(7, 44, 6, 15, 8, 37, 34, 16, 7)";"(7, 44, 6, 15, 8, 37, 34, 16, 7)";"(44, 6, 15, 8, 37, 34, 16, 7, 6)"; 7
"(44, 6, 15, 8, 37, 34, 16, 7, 6)";"(44, 6, 15, 8, 37, 34, 16, 7, 6)";"(6, 15, 8, 37, 34, 16, 7, 6, 30)"; 7
"(6, 15, 8, 37, 34, 16, 7, 6, 30)";"(6, 15, 8, 37, 34, 16, 7, 6, 30)";"(15, 8, 37, 34, 16, 7, 6, 30, 7)"; 7
"(15, 8, 37, 34, 16, 7, 6, 30, 7)";"(15, 8, 37, 34, 16, 7, 6, 30, 7)";"(8, 37, 34, 16, 7, 6, 30, 7, 52)"; 7
"(8, 37, 34, 16, 7, 6, 30, 7, 52)";"(8, 37, 34, 16, 7, 6, 30, 7, 52)";"(37, 34, 16, 7, 6, 30, 7, 52, 6)"; 8
"(37, 34, 16, 7, 6, 30, 7, 52, 6)";"(37, 34, 16, 7, 6, 30, 7, 52, 6)";"(34, 16, 7, 6, 30, 7, 52, 6, 30)"; 10
"(34, 16, 7, 6, 30, 7, 52, 6, 30)";"(34, 16, 7, 6, 30, 7, 52, 6, 30)";"(16, 7, 6, 30, 7, 52, 6, 30, 7)"; 10
"(16, 7, 6, 30, 7, 52, 6, 30, 7)";"(16, 7, 6, 30, 7, 52, 6, 30, 7)";"(7, 6, 30, 7, 52, 6, 30, 7, 5)"; 10
"(7, 6, 30, 7, 52, 6, 30, 7, 5)";"(7, 6, 30, 7, 52, 6, 30, 7, 5)";"(6, 30, 7, 52, 6, 30, 7, 5, 0)"; 10
"(6, 30, 7, 52, 6, 30, 7, 5, 0)";"(6, 30, 7, 52, 6, 30, 7, 5, 0)";"(30, 7, 52, 6, 30, 7, 5, 0, 4)"; 10
"(30, 7, 52, 6, 30, 7, 5, 0, 4)";"(30, 7, 52, 6, 30, 7, 5, 0, 4)";"(7, 52, 6, 30, 7, 5, 0, 4, 8)"; 10
"(7, 52, 6, 30, 7, 5, 0, 4, 8)";"(7, 52, 6, 30, 7, 5, 0, 4, 8)";"(52, 6, 30, 7, 5, 0, 4, 8, 8)"; 13
"(52, 6, 30, 7, 5, 0, 4, 8, 8)";"(52, 6, 30, 7, 5, 0, 4, 8, 8)";"(6, 30, 7, 5, 0, 4, 8, 8, 40)"; 13
"(6, 30, 7, 5, 0, 4, 8, 8, 40)";"(6, 30, 7, 5, 0, 4, 8, 8, 40)";"(30, 7, 5, 0, 4, 8, 8, 40, 37)"; 11
"(6, 30, 7, 5, 0, 4, 8, 8, 40)";"(6, 30, 7, 5, 0, 4, 8, 8, 40)";"(30, 7, 5, 0, 4, 8, 8, 40, 34)"; 2
"(7, 44, 6, 37, 7, 52, 6, 30, 7)";"(7, 44, 6, 37, 7, 52, 6, 30, 7)";"(44, 6, 37, 7, 52, 6, 30, 7, 5)"; 38
"(44, 6, 37, 7, 52, 6, 30, 7, 5)";"(44, 6, 37, 7, 52, 6, 30, 7, 5)";"(6, 37, 7, 52, 6, 30, 7, 5, 0)"; 38
"(6, 37, 7, 52, 6, 30, 7, 5, 0)";"(6, 37, 7, 52, 6, 30, 7, 5, 0)";"(37, 7, 52, 6, 30, 7, 5, 0, 4)"; 38
"(37, 7, 52, 6, 30, 7, 5, 0, 4)";"(37, 7, 52, 6, 30, 7, 5, 0, 4)";"(7, 52, 6, 30, 7, 5, 0, 4, 47)"; 38
"(7, 52, 6, 30, 7, 5, 0, 4, 47)";"(7, 52, 6, 30, 7, 5, 0, 4, 47)";"(52, 6, 30, 7, 5, 0, 4, 47, 48)"; 39
"(52, 6, 30, 7, 5, 0, 4, 47, 48)";"(52, 6, 30, 7, 5, 0, 4, 47, 48)";"(6, 30, 7, 5, 0, 4, 47, 48, 49)"; 39
"(6, 30, 7, 5, 0, 4, 47, 48, 49)";"(6, 30, 7, 5, 0, 4, 47, 48, 49)";"(30, 7, 5, 0, 4, 47, 48, 49, 47)"; 40
"(30, 7, 5, 0, 4, 47, 48, 49, 47)";"(30, 7, 5, 0, 4, 47, 48, 49, 47)";"(7, 5, 0, 4, 47, 48, 49, 47, 48)"; 66
"(6, 30, 7, 5, 0, 4, 44, 6, 7)";"(6, 30, 7, 5, 0, 4, 44, 6, 7)";"(30, 7, 5, 0, 4, 44, 6, 7, 5)"; 16
"(30, 7, 5, 0, 4, 44, 6, 7, 5)";"(30, 7, 5, 0, 4, 44, 6, 7, 5)";"(7, 5, 0, 4, 44, 6, 7, 5, 0)"; 16
"(3, 3, 4, 8, 37, 8, 40, 37, 35)";"(3, 3, 4, 8, 37, 8, 40, 37, 35)";"(3, 4, 8, 37, 8, 40, 37, 35, 34)"; 2
"(41, 40, 37, 35, 34, 41, 44, 6, 50)";"(41, 40, 37, 35, 34, 41, 44, 6, 50)";"(40, 37, 35, 34, 41, 44, 6, 50, 8)"; 3
"(40, 37, 35, 34, 41, 44, 6, 50, 8)";"(40, 37, 35, 34, 41, 44, 6, 50, 8)";"(37, 35, 34, 41, 44, 6, 50, 8, 37)"; 3
"(37, 35, 34, 41, 44, 6, 50, 8, 37)";"(37, 35, 34, 41, 44, 6, 50, 8, 37)";"(35, 34, 41, 44, 6, 50, 8, 37, 50)"; 3
"(35, 34, 41, 44, 6, 50, 8, 37, 50)";"(35, 34, 41, 44, 6, 50, 8, 37, 50)";"(34, 41, 44, 6, 50, 8, 37, 50, 35)"; 3
"(34, 41, 44, 6, 50, 8, 37, 50, 35)";"(34, 41, 44, 6, 50, 8, 37, 50, 35)";"(41, 44, 6, 50, 8, 37, 50, 35, 15)"; 3
"(41, 44, 6, 50, 8, 37, 50, 35, 15)";"(41, 44, 6, 50, 8, 37, 50, 35, 15)";"(44, 6, 50, 8, 37, 50, 35, 15, 8)"; 3
"(44, 6, 50, 8, 37, 50, 35, 15, 8)";"(44, 6, 50, 8, 37, 50, 35, 15, 8)";"(6, 50, 8, 37, 50, 35, 15, 8, 37)"; 4
"(6, 50, 8, 37, 50, 35, 15, 8, 37)";"(6, 50, 8, 37, 50, 35, 15, 8, 37)";"(50, 8, 37, 50, 35, 15, 8, 37, 8)"; 2
"(6, 50, 8, 37, 50, 35, 15, 8, 37)";"(6, 50, 8, 37, 50, 35, 15, 8, 37)";"(50, 8, 37, 50, 35, 15, 8, 37, 34)"; 1
"(6, 50, 8, 37, 50, 35, 15, 8, 37)";"(6, 50, 8, 37, 50, 35, 15, 8, 37)";"(50, 8, 37, 50, 35, 15, 8, 37, 15)"; 1
"(50, 8, 37, 50, 35, 15, 8, 37, 8)";"(50, 8, 37, 50, 35, 15, 8, 37, 8)";"(8, 37, 50, 35, 15, 8, 37, 8, 37)"; 2
"(8, 37, 50, 35, 15, 8, 37, 8, 37)";"(8, 37, 50, 35, 15, 8, 37, 8, 37)";"(37, 50, 35, 15, 8, 37, 8, 37, 34)"; 2
"(37, 50, 35, 15, 8, 37, 8, 37, 34)";"(37, 50, 35, 15, 8, 37, 8, 37, 34)";"(50, 35, 15, 8, 37, 8, 37, 34, 15)"; 4
"(37, 50, 35, 15, 8, 37, 8, 37, 34)";"(37, 50, 35, 15, 8, 37, 8, 37, 34)";"(50, 35, 15, 8, 37, 8, 37, 34, 34)"; 1
"(50, 35, 15, 8, 37, 8, 37, 34, 15)";"(50, 35, 15, 8, 37, 8, 37, 34, 15)";"(35, 15, 8, 37, 8, 37, 34, 15, 8)"; 4
"(35, 15, 8, 37, 8, 37, 34, 15, 8)";"(35, 15, 8, 37, 8, 37, 34, 15, 8)";"(15, 8, 37, 8, 37, 34, 15, 8, 37)"; 4
"(15, 8, 37, 8, 37, 34, 15, 8, 37)";"(15, 8, 37, 8, 37, 34, 15, 8, 37)";"(8, 37, 8, 37, 34, 15, 8, 37, 8)"; 5
"(15, 8, 37, 8, 37, 34, 15, 8, 37)";"(15, 8, 37, 8, 37, 34, 15, 8, 37)";"(8, 37, 8, 37, 34, 15, 8, 37, 34)"; 1
"(8, 37, 8, 37, 34, 15, 8, 37, 8)";"(8, 37, 8, 37, 34, 15, 8, 37, 8)";"(37, 8, 37, 34, 15, 8, 37, 8, 37)"; 5
"(37, 8, 37, 34, 15, 8, 37, 8, 37)";"(37, 8, 37, 34, 15, 8, 37, 8, 37)";"(8, 37, 34, 15, 8, 37, 8, 37, 34)"; 5
"(8, 37, 34, 15, 8, 37, 8, 37, 34)";"(8, 37, 34, 15, 8, 37, 8, 37, 34)";"(37, 34, 15, 8, 37, 8, 37, 34, 8)"; 4
"(8, 37, 34, 15, 8, 37, 8, 37, 34)";"(8, 37, 34, 15, 8, 37, 8, 37, 34)";"(37, 34, 15, 8, 37, 8, 37, 34, 34)"; 1
"(37, 34, 15, 8, 37, 8, 37, 34, 8)";"(37, 34, 15, 8, 37, 8, 37, 34, 8)";"(34, 15, 8, 37, 8, 37, 34, 8, 37)"; 4
"(34, 15, 8, 37, 8, 37, 34, 8, 37)";"(34, 15, 8, 37, 8, 37, 34, 8, 37)";"(15, 8, 37, 8, 37, 34, 8, 37, 35)"; 4
"(15, 8, 37, 8, 37, 34, 8, 37, 35)";"(15, 8, 37, 8, 37, 34, 8, 37, 35)";"(8, 37, 8, 37, 34, 8, 37, 35, 34)"; 5
"(8, 37, 8, 37, 34, 8, 37, 35, 34)";"(8, 37, 8, 37, 34, 8, 37, 35, 34)";"(37, 8, 37, 34, 8, 37, 35, 34, 16)"; 4
"(8, 37, 8, 37, 34, 8, 37, 35, 34)";"(8, 37, 8, 37, 34, 8, 37, 35, 34)";"(37, 8, 37, 34, 8, 37, 35, 34, 34)"; 1
"(37, 8, 37, 34, 8, 37, 35, 34, 16)";"(37, 8, 37, 34, 8, 37, 35, 34, 16)";"(8, 37, 34, 8, 37, 35, 34, 16, 16)"; 4
"(8, 37, 34, 8, 37, 35, 34, 16, 16)";"(8, 37, 34, 8, 37, 35, 34, 16, 16)";"(37, 34, 8, 37, 35, 34, 16, 16, 7)"; 6
"(37, 34, 8, 37, 35, 34, 16, 16, 7)";"(37, 34, 8, 37, 35, 34, 16, 16, 7)";"(34, 8, 37, 35, 34, 16, 16, 7, 44)"; 8
"(34, 8, 37, 35, 34, 16, 16, 7, 44)";"(34, 8, 37, 35, 34, 16, 16, 7, 44)";"(8, 37, 35, 34, 16, 16, 7, 44, 6)"; 12
"(8, 37, 35, 34, 16, 16, 7, 44, 6)";"(8, 37, 35, 34, 16, 16, 7, 44, 6)";"(37, 35, 34, 16, 16, 7, 44, 6, 15)"; 8
"(8, 37, 35, 34, 16, 16, 7, 44, 6)";"(8, 37, 35, 34, 16, 16, 7, 44, 6)";"(37, 35, 34, 16, 16, 7, 44, 6, 8)"; 13
"(37, 35, 34, 16, 16, 7, 44, 6, 15)";"(37, 35, 34, 16, 16, 7, 44, 6, 15)";"(35, 34, 16, 16, 7, 44, 6, 15, 8)"; 8
"(35, 34, 16, 16, 7, 44, 6, 15, 8)";"(35, 34, 16, 16, 7, 44, 6, 15, 8)";"(34, 16, 16, 7, 44, 6, 15, 8, 37)"; 9
"(34, 16, 16, 7, 44, 6, 15, 8, 37)";"(34, 16, 16, 7, 44, 6, 15, 8, 37)";"(16, 16, 7, 44, 6, 15, 8, 37, 8)"; 24
"(34, 16, 16, 7, 44, 6, 15, 8, 37)";"(34, 16, 16, 7, 44, 6, 15, 8, 37)";"(16, 16, 7, 44, 6, 15, 8, 37, 34)"; 1
"(44, 6, 15, 8, 37, 8, 37, 34, 16)";"(44, 6, 15, 8, 37, 8, 37, 34, 16)";"(6, 15, 8, 37, 8, 37, 34, 16, 7)"; 1
"(6, 15, 8, 37, 8, 37, 34, 16, 7)";"(6, 15, 8, 37, 8, 37, 34, 16, 7)";"(15, 8, 37, 8, 37, 34, 16, 7, 6)"; 1
"(15, 8, 37, 8, 37, 34, 16, 7, 6)";"(15, 8, 37, 8, 37, 34, 16, 7, 6)";"(8, 37, 8, 37, 34, 16, 7, 6, 30)"; 1
"(8, 37, 8, 37, 34, 16, 7, 6, 30)";"(8, 37, 8, 37, 34, 16, 7, 6, 30)";"(37, 8, 37, 34, 16, 7, 6, 30, 7)"; 1
"(37, 8, 37, 34, 16, 7, 6, 30, 7)";"(37, 8, 37, 34, 16, 7, 6, 30, 7)";"(8, 37, 34, 16, 7, 6, 30, 7, 52)"; 1
"(8, 37, 35, 34, 34, 34, 7, 5, 0)";"(8, 37, 35, 34, 34, 34, 7, 5, 0)";"(-2, -2, -2, -2, -2, -2, -2, -2, -2)"; 26
"(3, 3, 4, 8, 37, 50, 8, 8, 40)";"(3, 3, 4, 8, 37, 50, 8, 8, 40)";"(3, 4, 8, 37, 50, 8, 8, 40, 37)"; 57
"(3, 4, 8, 37, 50, 8, 8, 40, 37)";"(3, 4, 8, 37, 50, 8, 8, 40, 37)";"(4, 8, 37, 50, 8, 8, 40, 37, 35)"; 57
"(4, 8, 37, 50, 8, 8, 40, 37, 35)";"(4, 8, 37, 50, 8, 8, 40, 37, 35)";"(8, 37, 50, 8, 8, 40, 37, 35, 34)"; 57
"(8, 37, 50, 8, 8, 40, 37, 35, 34)";"(8, 37, 50, 8, 8, 40, 37, 35, 34)";"(37, 50, 8, 8, 40, 37, 35, 34, 41)"; 57
"(37, 50, 8, 8, 40, 37, 35, 34, 41)";"(37, 50, 8, 8, 40, 37, 35, 34, 41)";"(50, 8, 8, 40, 37, 35, 34, 41, 40)"; 57
"(50, 8, 8, 40, 37, 35, 34, 41, 40)";"(50, 8, 8, 40, 37, 35, 34, 41, 40)";"(8, 8, 40, 37, 35, 34, 41, 40, 37)"; 57
"(8, 8, 40, 37, 35, 34, 41, 40, 37)";"(8, 8, 40, 37, 35, 34, 41, 40, 37)";"(8, 40, 37, 35, 34, 41, 40, 37, 35)"; 59
"(34, 41, 44, 6, 37, 50, 35, 15, 8)";"(34, 41, 44, 6, 37, 50, 35, 15, 8)";"(41, 44, 6, 37, 50, 35, 15, 8, 37)"; 54
"(41, 44, 6, 37, 50, 35, 15, 8, 37)";"(41, 44, 6, 37, 50, 35, 15, 8, 37)";"(44, 6, 37, 50, 35, 15, 8, 37, 15)"; 48
"(41, 44, 6, 37, 50, 35, 15, 8, 37)";"(41, 44, 6, 37, 50, 35, 15, 8, 37)";"(44, 6, 37, 50, 35, 15, 8, 37, 8)"; 6
"(44, 6, 37, 50, 35, 15, 8, 37, 15)";"(44, 6, 37, 50, 35, 15, 8, 37, 15)";"(6, 37, 50, 35, 15, 8, 37, 15, 8)"; 48
"(6, 37, 50, 35, 15, 8, 37, 15, 8)";"(6, 37, 50, 35, 15, 8, 37, 15, 8)";"(37, 50, 35, 15, 8, 37, 15, 8, 37)"; 48
"(37, 50, 35, 15, 8, 37, 15, 8, 37)";"(37, 50, 35, 15, 8, 37, 15, 8, 37)";"(50, 35, 15, 8, 37, 15, 8, 37, 34)"; 32
"(37, 50, 35, 15, 8, 37, 15, 8, 37)";"(37, 50, 35, 15, 8, 37, 15, 8, 37)";"(50, 35, 15, 8, 37, 15, 8, 37, 8)"; 18
"(50, 35, 15, 8, 37, 15, 8, 37, 34)";"(50, 35, 15, 8, 37, 15, 8, 37, 34)";"(35, 15, 8, 37, 15, 8, 37, 34, 35)"; 32
"(35, 15, 8, 37, 15, 8, 37, 34, 35)";"(35, 15, 8, 37, 15, 8, 37, 34, 35)";"(15, 8, 37, 15, 8, 37, 34, 35, 34)"; 21
"(35, 15, 8, 37, 15, 8, 37, 34, 35)";"(35, 15, 8, 37, 15, 8, 37, 34, 35)";"(15, 8, 37, 15, 8, 37, 34, 35, 16)"; 11
"(15, 8, 37, 15, 8, 37, 34, 35, 34)";"(15, 8, 37, 15, 8, 37, 34, 35, 34)";"(8, 37, 15, 8, 37, 34, 35, 34, 34)"; 21
"(8, 37, 15, 8, 37, 34, 35, 34, 34)";"(8, 37, 15, 8, 37, 34, 35, 34, 34)";"(37, 15, 8, 37, 34, 35, 34, 34, 16)"; 21
"(37, 15, 8, 37, 34, 35, 34, 34, 16)";"(37, 15, 8, 37, 34, 35, 34, 34, 16)";"(15, 8, 37, 34, 35, 34, 34, 16, 16)"; 21
"(15, 8, 37, 34, 35, 34, 34, 16, 16)";"(15, 8, 37, 34, 35, 34, 34, 16, 16)";"(8, 37, 34, 35, 34, 34, 16, 16, 7)"; 21
"(8, 37, 34, 35, 34, 34, 16, 16, 7)";"(8, 37, 34, 35, 34, 34, 16, 16, 7)";"(37, 34, 35, 34, 34, 16, 16, 7, 44)"; 21
"(37, 34, 35, 34, 34, 16, 16, 7, 44)";"(37, 34, 35, 34, 34, 16, 16, 7, 44)";"(34, 35, 34, 34, 16, 16, 7, 44, 6)"; 21
"(34, 35, 34, 34, 16, 16, 7, 44, 6)";"(34, 35, 34, 34, 16, 16, 7, 44, 6)";"(35, 34, 34, 16, 16, 7, 44, 6, 8)"; 11
"(34, 35, 34, 34, 16, 16, 7, 44, 6)";"(34, 35, 34, 34, 16, 16, 7, 44, 6)";"(35, 34, 34, 16, 16, 7, 44, 6, 15)"; 9
"(34, 35, 34, 34, 16, 16, 7, 44, 6)";"(34, 35, 34, 34, 16, 16, 7, 44, 6)";"(35, 34, 34, 16, 16, 7, 44, 6, 50)"; 1
"(35, 34, 34, 16, 16, 7, 44, 6, 8)";"(35, 34, 34, 16, 16, 7, 44, 6, 8)";"(34, 34, 16, 16, 7, 44, 6, 8, 8)"; 11
"(35, 34, 34, 16, 16, 7, 44, 6, 8)";"(35, 34, 34, 16, 16, 7, 44, 6, 8)";"(34, 34, 16, 16, 7, 44, 6, 8, 15)"; 1
"(34, 34, 16, 16, 7, 44, 6, 8, 8)";"(34, 34, 16, 16, 7, 44, 6, 8, 8)";"(34, 16, 16, 7, 44, 6, 8, 8, 8)"; 15
"(34, 34, 16, 16, 7, 44, 6, 8, 8)";"(34, 34, 16, 16, 7, 44, 6, 8, 8)";"(34, 16, 16, 7, 44, 6, 8, 8, 15)"; 1
"(34, 16, 16, 7, 44, 6, 8, 8, 8)";"(34, 16, 16, 7, 44, 6, 8, 8, 8)";"(16, 16, 7, 44, 6, 8, 8, 8, 15)"; 26
"(34, 16, 16, 7, 44, 6, 8, 8, 8)";"(34, 16, 16, 7, 44, 6, 8, 8, 8)";"(16, 16, 7, 44, 6, 8, 8, 8, 37)"; 1
"(34, 16, 16, 7, 44, 6, 8, 8, 8)";"(34, 16, 16, 7, 44, 6, 8, 8, 8)";"(16, 16, 7, 44, 6, 8, 8, 8, 8)"; 1
"(16, 16, 7, 44, 6, 8, 8, 8, 15)";"(16, 16, 7, 44, 6, 8, 8, 8, 15)";"(16, 7, 44, 6, 8, 8, 8, 15, 8)"; 41
"(16, 7, 44, 6, 8, 8, 8, 15, 8)";"(16, 7, 44, 6, 8, 8, 8, 15, 8)";"(7, 44, 6, 8, 8, 8, 15, 8, 37)"; 43
