"(52, 6, 30, 34, 34, 7, 5, 0, 4)","(6, 30, 34, 34, 7, 5, 0, 4, 47)" , 34
"(6, 30, 34, 34, 7, 5, 0, 4, 47)","(30, 34, 34, 7, 5, 0, 4, 47, 48)" , 7
"(30, 34, 34, 7, 5, 0, 4, 47, 48)","(34, 34, 7, 5, 0, 4, 47, 48, 49)" , 5
"(34, 34, 7, 5, 0, 4, 47, 48, 49)","(34, 7, 5, 0, 4, 47, 48, 49, 47)" , 0
"(34, 7, 5, 0, 4, 47, 48, 49, 47)","(7, 5, 0, 4, 47, 48, 49, 47, 48)" , 4
"(7, 5, 0, 4, 47, 48, 49, 47, 48)","(5, 0, 4, 47, 48, 49, 47, 48, 49)" , 47
"(5, 0, 4, 47, 48, 49, 47, 48, 49)","(0, 4, 47, 48, 49, 47, 48, 49, 8)" , 48
"(5, 0, 4, 47, 48, 49, 47, 48, 49)","(0, 4, 47, 48, 49, 47, 48, 49, 47)" , 48
"(0, 4, 47, 48, 49, 47, 48, 49, 8)","(4, 47, 48, 49, 47, 48, 49, 8, 37)" , 49
"(4, 47, 48, 49, 47, 48, 49, 8, 37)","(47, 48, 49, 47, 48, 49, 8, 37, 34)" , 47
"(4, 47, 48, 49, 47, 48, 49, 8, 37)","(47, 48, 49, 47, 48, 49, 8, 37, 8)" , 47
"(47, 48, 49, 47, 48, 49, 8, 37, 34)","(48, 49, 47, 48, 49, 8, 37, 34, 8)" , 48
"(47, 48, 49, 47, 48, 49, 8, 37, 34)","(48, 49, 47, 48, 49, 8, 37, 34, 6)" , 48
"(48, 49, 47, 48, 49, 8, 37, 34, 8)","(49, 47, 48, 49, 8, 37, 34, 8, 37)" , 49
"(49, 47, 48, 49, 8, 37, 34, 8, 37)","(47, 48, 49, 8, 37, 34, 8, 37, 8)" , 8
"(49, 47, 48, 49, 8, 37, 34, 8, 37)","(47, 48, 49, 8, 37, 34, 8, 37, 34)" , 8
"(47, 48, 49, 8, 37, 34, 8, 37, 8)","(48, 49, 8, 37, 34, 8, 37, 8, 37)" , 37
"(48, 49, 8, 37, 34, 8, 37, 8, 37)","(49, 8, 37, 34, 8, 37, 8, 37, 34)" , 34
"(48, 49, 8, 37, 34, 8, 37, 8, 37)","(49, 8, 37, 34, 8, 37, 8, 37, 8)" , 34
"(49, 8, 37, 34, 8, 37, 8, 37, 34)","(8, 37, 34, 8, 37, 8, 37, 34, 8)" , 8
"(8, 37, 34, 8, 37, 8, 37, 34, 8)","(37, 34, 8, 37, 8, 37, 34, 8, 37)" , 37
"(37, 34, 8, 37, 8, 37, 34, 8, 37)","(34, 8, 37, 8, 37, 34, 8, 37, 6)" , 8
"(34, 8, 37, 8, 37, 34, 8, 37, 6)","(8, 37, 8, 37, 34, 8, 37, 6, 30)" , 37
"(34, 8, 37, 8, 37, 34, 8, 37, 6)","(8, 37, 8, 37, 34, 8, 37, 6, 24)" , 37
"(34, 8, 37, 8, 37, 34, 8, 37, 6)","(8, 37, 8, 37, 34, 8, 37, 6, 8)" , 37
"(8, 37, 8, 37, 34, 8, 37, 6, 30)","(37, 8, 37, 34, 8, 37, 6, 30, 7)" , 34
"(8, 37, 8, 37, 34, 8, 37, 6, 30)","(37, 8, 37, 34, 8, 37, 6, 30, 34)" , 34
"(37, 8, 37, 34, 8, 37, 6, 30, 7)","(8, 37, 34, 8, 37, 6, 30, 7, 6)" , 8
"(8, 37, 34, 8, 37, 6, 30, 7, 6)","(37, 34, 8, 37, 6, 30, 7, 6, 30)" , 37
"(37, 34, 8, 37, 6, 30, 7, 6, 30)","(34, 8, 37, 6, 30, 7, 6, 30, 7)" , 6
"(34, 8, 37, 6, 30, 7, 6, 30, 7)","(8, 37, 6, 30, 7, 6, 30, 7, 5)" , 30
"(8, 37, 6, 30, 7, 6, 30, 7, 5)","(37, 6, 30, 7, 6, 30, 7, 5, 0)" , 7
"(37, 6, 30, 7, 6, 30, 7, 5, 0)","(6, 30, 7, 6, 30, 7, 5, 0, 4)" , 6
"(37, 6, 30, 7, 6, 30, 7, 5, 0)","(6, 30, 7, 6, 30, 7, 5, 0, 3)" , 6
"(6, 30, 7, 6, 30, 7, 5, 0, 4)","(30, 7, 6, 30, 7, 5, 0, 4, 44)" , 30
"(6, 30, 7, 6, 30, 7, 5, 0, 4)","(30, 7, 6, 30, 7, 5, 0, 4, 8)" , 30
"(30, 7, 6, 30, 7, 5, 0, 4, 44)","(7, 6, 30, 7, 5, 0, 4, 44, 6)" , 7
"(7, 6, 30, 7, 5, 0, 4, 44, 6)","(6, 30, 7, 5, 0, 4, 44, 6, 8)" , 5
"(7, 6, 30, 7, 5, 0, 4, 44, 6)","(6, 30, 7, 5, 0, 4, 44, 6, 7)" , 5
"(7, 6, 30, 7, 5, 0, 4, 44, 6)","(6, 30, 7, 5, 0, 4, 44, 6, 34)" , 5
